Airline,Origin,Destination,Total_Delay,Latitude_OR,Longitude_OR,Latitude_DEST,Longitude_DEST
DL,SNA,LAS,-4.7,33.67570114,-117.8679962,36.08010101,-115.1520004
DL,JFK,RSW,-4.71,40.63980103,-73.77890015,26.53619956970215,-81.75520324707031
DL,ONT,SLC,-4.8,34.055999755859375,-117.60099792480469,40.78839874267578,-111.97799682617188
DL,JFK,SAV,-4.83,40.63980103,-73.77890015,32.12760162,-81.20210266
DL,BNA,LAS,-4.87,36.1245002746582,-86.6781997680664,36.08010101,-115.1520004
DL,SDF,BOS,-4.9,38.1744,-85.736,42.36429977,-71.00520325
DL,JFK,STT,-4.9,40.63980103,-73.77890015,18.337299346923828,-64.97339630126953
DL,FLL,SLC,-4.96,26.072599,-80.152702,40.78839874267578,-111.97799682617188
DL,CMH,DTW,-4.97,39.998001,-82.891899,42.212398529052734,-83.35340118408203
DL,HNL,ATL,-4.97,21.32062,-157.924228,33.6367,-84.428101
DL,MSP,SAT,-4.99,44.882,-93.221802,29.533700942993164,-98.46980285644531
DL,CMH,SLC,-5.01,39.998001,-82.891899,40.78839874267578,-111.97799682617188
DL,LIH,SEA,-5.02,21.97599983215332,-159.33900451660156,47.449001,-122.308998
DL,ABQ,MSP,-5.02,35.040199,-106.609001,44.882,-93.221802
DL,MSP,IAH,-5.04,44.882,-93.221802,29.984399795532227,-95.34140014648438
DL,ATL,HNL,-5.1,33.6367,-84.428101,21.32062,-157.924228
DL,BNA,SEA,-5.11,36.1245002746582,-86.6781997680664,47.449001,-122.308998
DL,LGA,SDF,-5.18,40.77719879,-73.87259674,38.1744,-85.736
DL,LAX,SAT,-5.25,33.94250107,-118.4079971,29.533700942993164,-98.46980285644531
DL,SLC,LGB,-5.28,40.78839874267578,-111.97799682617188,33.81769943,-118.1520004
DL,MSP,RNO,-5.3,44.882,-93.221802,39.49909973144531,-119.76799774169922
DL,LAX,DCA,-5.31,33.94250107,-118.4079971,38.8521,-77.037697
DL,SLC,OKC,-5.4,40.78839874267578,-111.97799682617188,35.39310073852539,-97.60070037841797
DL,TPA,SLC,-5.41,27.975500106811523,-82.533203125,40.78839874267578,-111.97799682617188
DL,DTW,SJC,-5.54,42.212398529052734,-83.35340118408203,37.362598,-121.929001
DL,GSP,DTW,-5.57,34.8956985474,-82.2189025879,42.212398529052734,-83.35340118408203
DL,DTW,MHT,-5.58,42.212398529052734,-83.35340118408203,42.932598,-71.435699
DL,ANC,SLC,-5.61,61.174400329589844,-149.99600219726562,40.78839874267578,-111.97799682617188
DL,ATL,SHV,-5.66,33.6367,-84.428101,32.446602,-93.8256
DL,SAT,DTW,-5.79,29.533700942993164,-98.46980285644531,42.212398529052734,-83.35340118408203
DL,JAX,DTW,-5.81,30.49410057067871,-81.68789672851562,42.212398529052734,-83.35340118408203
DL,MKE,SEA,-5.81,42.947200775146484,-87.89659881591797,47.449001,-122.308998
DL,STT,BOS,-5.84,18.337299346923828,-64.97339630126953,42.36429977,-71.00520325
DL,MYR,DTW,-5.87,33.6796989441,-78.9282989502,42.212398529052734,-83.35340118408203
DL,HNL,PDX,-6.01,21.32062,-157.924228,45.58869934,-122.5979996
DL,JFK,ROC,-6.13,40.63980103,-73.77890015,43.118900299072266,-77.67240142822266
DL,MSN,SLC,-6.16,43.13990020751953,-89.3375015258789,40.78839874267578,-111.97799682617188
DL,DTW,SDF,-6.39,42.212398529052734,-83.35340118408203,38.1744,-85.736
DL,JFK,BUF,-6.53,40.63980103,-73.77890015,42.94049835,-78.73220062
DL,CLE,RDU,-6.6,41.4117012024,-81.8498001099,35.877601623535156,-78.7874984741211
